total_area,morris_row_index,identifier,Class
642.6515147718607,63,15,NT
0,63,16,NT
87.97182508592118,63,17,NT
0,64,13,NT
564.5100280550009,64,14,T
205.91386910362468,64,15,NT
0,64,16,NT
12.438586645020456,64,17,NT
0,65,13,NT
618.3547177611094,65,14,T
308.5497800205526,65,15,NT
0,65,16,NT
45.5631977785074,65,17,NT
0,66,13,NT
630.3767659721387,66,14,T
289.64801802527563,66,15,NT
0,66,16,NT
38.6004081897362,66,17,NT
0,67,13,NT
1151.0232671338968,67,14,T
1032.5829469671446,67,15,NT
357.22823781839384,67,16,NT
132.45200603525174,67,17,NT
0,68,13,NT
1151.0232671338968,68,14,T
1032.5829469671446,68,15,NT
357.22823781839384,68,16,NT
132.45200603525174,68,17,NT
0,69,13,NT
819.8134191996983,69,14,T
642.6515147718607,69,15,NT
0,69,16,NT
87.97182508592118,69,17,NT
0,7,13,NT
9510.368727106787,7,14,T
2108.363937993337,7,15,NT
2032.2858933846658,7,16,NT
202.00831871306775,7,17,NT
0,70,13,NT
819.8134191996983,70,14,T
642.6515147718607,70,15,NT
0,70,16,NT
87.97182508592118,70,17,NT
0,71,13,NT
793.823006426951,71,14,T
678.797260548138,71,15,NT
0,71,16,NT
104.59461118621098,71,17,NT
0,72,13,NT
551.08201415976,72,14,T
223.20001553984963,72,15,NT
0,72,16,NT
23.177323406875818,72,17,NT
0,73,13,NT
1055.5593507088074,73,14,T
1125.3954700948843,73,15,NT
357.22823781721735,73,16,NT
153.96397894785852,73,17,NT
0,74,13,NT
1055.5593507088074,74,14,T
1125.3954700948843,74,15,NT
357.22823781721735,74,16,NT
153.96397894785852,74,17,NT
0,75,13,NT
1151.0232671338968,75,14,T
1032.5829469671446,75,15,NT
357.22823781839384,75,16,NT
132.45200603525174,75,17,NT
0,76,13,NT
630.3767659721387,76,14,T
289.64801802527563,76,15,NT
0,76,16,NT
38.6004081897362,76,17,NT
0,77,13,NT
1151.0232671338968,77,14,T
1032.5829469671446,77,15,NT
357.22823781839384,77,16,NT
132.45200603525174,77,17,NT
0,78,13,NT
1151.0232671338968,78,14,T
1032.5829469671446,78,15,NT
357.22823781839384,78,16,NT
132.45200603525174,78,17,NT
0,79,13,NT
1055.5593507088074,79,14,T
1125.3954700948843,79,15,NT
357.22823781721735,79,16,NT
153.96397894785852,79,17,NT
0,8,13,NT
4847.810363955258,8,14,T
1855.3463849394075,8,15,NT
2203.3218247545806,8,16,NT
185.88149356895008,8,17,NT
0,80,13,NT
618.3547177611094,80,14,T
308.5497800205526,80,15,NT
0,80,16,NT
45.5631977785074,80,17,NT
0,81,13,NT
660.0319662465884,81,14,T
383.45139541546257,81,15,NT
0,81,16,NT
60.32122928169248,81,17,NT
0,82,13,NT
590.15029924046,82,14,T
383.45139541546257,82,15,NT
0,82,16,NT
60.32122928156038,82,17,NT
0,83,13,NT
657.7233907547588,83,14,T
444.3464050909173,83,15,NT
0,83,16,NT
64.88149799460584,83,17,NT
0,84,13,NT
9510.36872710508,84,14,T
2108.363937992036,84,15,NT
2032.2858933846883,84,16,NT
202.00831871306775,84,17,NT
0,85,13,NT
3134.573430708939,85,14,T
1002.2426280097474,85,15,NT
689.7741793129886,85,16,NT
132.45200603525174,85,17,NT
0,86,13,NT
4141.169971610353,86,14,T
1125.3954700951556,86,15,NT
357.2282378186611,86,16,NT
143.5605752644543,86,17,NT
0,87,13,NT
4141.16997161092,87,14,T
1125.3954700947615,87,15,NT
357.22823781511266,87,16,NT
132.45200603525174,87,17,NT
0,88,13,NT
295.0904744799014,88,14,T
308.5497800205526,88,15,NT
0,88,16,NT
38.6004081897362,88,17,NT
0,89,13,NT
1055.5593507088074,89,14,T
1125.3954700948843,89,15,NT
357.22823781721735,89,16,NT
153.96397894785852,89,17,NT
0,9,13,NT
870.7370658947165,9,14,T
1125.395470096906,9,15,NT
702.2003640385803,9,16,NT
125.73648420699985,9,17,NT
0,90,13,NT
618.3547177611094,90,14,T
308.5497800205526,90,15,NT
0,90,16,NT
45.5631977785074,90,17,NT
0,91,13,NT
618.3547177611094,91,14,T
308.5497800205526,91,15,NT
0,91,16,NT
45.5631977785074,91,17,NT
0,92,13,NT
630.3767659721387,92,14,T
289.64801802527563,92,15,NT
0,92,16,NT
38.6004081897362,92,17,NT
0,93,13,NT
748.7590669684968,93,14,T
383.45139541546257,93,15,NT
0,93,16,NT
60.32122928169248,93,17,NT
0,94,13,NT
2265.5403980949905,94,14,T
1639.966197031932,94,15,NT
2032.2858933849266,94,16,NT
185.88149356895008,94,17,NT
0,95,13,NT
2265.5403980949905,95,14,T
1639.966197031932,95,15,NT
2032.2858933849266,95,16,NT
185.88149356895008,95,17,NT
0,96,13,NT
1536.5484245969697,96,14,T
2108.3639379933975,96,15,NT
2346.031595428091,96,16,NT
192.85060879200273,96,17,NT
0,97,13,NT
793.823006426951,97,14,T
678.797260548138,97,15,NT
0,97,16,NT
104.59461118621098,97,17,NT
0,98,13,NT
793.823006426951,98,14,T
678.797260548138,98,15,NT
0,98,16,NT
104.59461118621098,98,17,NT
0,99,13,NT
551.08201415976,99,14,T
223.20001553984963,99,15,NT
0,99,16,NT
23.177323406875818,99,17,NT
19.899074405544173,1,18,NT
0,1,19,T
0,1,20,T
0,1,21,T
600.3008416316791,1,22,T
0,1,23,T
5.286541913526939,10,18,NT
0,10,19,T
0,10,20,T
0,10,21,T
5228.928548624833,10,22,T
0,10,23,T
4.212694027131469,100,18,NT
0,100,19,T
0,100,20,T
0,100,21,T
0,100,22,T
0,100,23,T
30.944865578415406,101,18,NT
0,101,19,T
0,101,20,T
0,101,21,T
600.3008416317444,101,22,T
0,101,23,T
4.212694027131469,102,18,NT
0,102,19,T
0,102,20,T
0,102,21,T
0,102,22,T
0,102,23,T
4.21269402694201,103,18,NT
0,103,19,T
0,103,20,T
0,103,21,T
0,103,22,T
0,103,23,T
3.309690203056061,104,18,NT
0,104,19,T
0,104,20,T
0,104,21,T
4495.572108711453,104,22,T
0,104,23,T
6.361128651572955,105,18,NT
0,105,19,T
0,105,20,T
0,105,21,T
199.09692000142942,105,22,T
0,105,23,T
2019.8901338037078,106,18,NT
187.61122736530768,106,19,T
5091.774863346475,106,20,T
5091.774863346475,106,21,T
736.4603389469441,106,22,T
5897.486278093166,106,23,T
910.5042856166812,107,18,NT
186.32587901156728,107,19,T
2563.7674976974477,107,20,T
2675.317286296215,107,21,T
4227.680378141842,107,22,T
6572.680768700276,107,23,T
910.5042856526178,108,18,NT
186.32587900988327,108,19,T
2563.7674977345964,108,20,T
2675.317286333364,108,21,T
4227.680378139905,108,22,T
6572.680768699864,108,23,T
2019.8901338037078,109,18,NT
187.61122736530768,109,19,T
5091.774863346475,109,20,T
5091.774863346475,109,21,T
736.4603389469441,109,22,T
5897.486278093166,109,23,T
5.286541913526939,11,18,NT
0,11,19,T
0,11,20,T
0,11,21,T
5228.928548624833,11,22,T
0,11,23,T
910.5042856526178,110,18,NT
186.32587900988327,110,19,T
2563.7674977345964,110,20,T
2675.317286333364,110,21,T
4227.680378139905,110,22,T
6572.680768699864,110,23,T
910.504285613579,111,18,NT
186.32587900988327,111,19,T
2563.7674977013776,111,20,T
2675.317286300145,111,21,T
4227.680378139552,111,22,T
6572.680768700552,111,23,T
6.189268660092395,112,18,NT
0,112,19,T
0,112,20,T
0,112,21,T
3787.2720577153896,112,22,T
0,112,23,T
2019.8901338399417,113,18,NT
197.7957788118559,113,19,T
4543.888771268399,113,20,T
4543.888771268399,113,21,T
5608.810379027544,113,22,T
6126.316389634902,113,23,T
2019.8901338399417,114,18,NT
197.7957788118559,114,19,T
4543.888771268399,114,20,T
4543.888771268399,114,21,T
5608.810379027544,114,22,T
6126.316389634902,114,23,T
6.361128651518328,115,18,NT
0,115,19,T
0,115,20,T
0,115,21,T
5437.734745614332,115,22,T
0,115,23,T
6.060188956385147,116,18,NT
0,116,19,T
0,116,20,T
0,116,21,T
436.3598001025456,116,22,T
0,116,23,T
2019.8901338037078,117,18,NT
187.61122736530768,117,19,T
5091.774863346475,117,20,T
5091.774863346475,117,21,T
736.4603389469441,117,22,T
5897.486278093166,117,23,T
910.504285613579,118,18,NT
186.32587900988327,118,19,T
2563.7674977013776,118,20,T
2675.317286300145,118,21,T
4227.680378139552,118,22,T
6572.680768700552,118,23,T
6.189268660092395,119,18,NT
0,119,19,T
0,119,20,T
0,119,21,T
3787.2720577153896,119,22,T
0,119,23,T
4.685216648872988,12,18,NT
0,12,19,T
0,12,20,T
0,12,21,T
0,12,22,T
0,12,23,T
6.189268660092395,120,18,NT
0,120,19,T
0,120,20,T
0,120,21,T
3787.2720577153896,120,22,T
0,120,23,T
5.630538970704997,121,18,NT
0,121,19,T
0,121,20,T
0,121,21,T
0,121,22,T
0,121,23,T
252.56551126903364,122,18,NT
70.39301430181763,122,19,T
1039.5332944741267,122,20,T
1039.5332944741267,122,21,T
672.0937841103427,122,22,T
0,122,23,T
252.56551126915326,123,18,NT
70.39301430181763,123,19,T
1039.5332944744405,123,20,T
1039.5332944744405,123,21,T
672.0937841096811,123,22,T
0,123,23,T
57.72434284670595,124,18,NT
88.22422753613704,124,19,T
3179.74679783707,124,20,T
3179.74679783707,124,21,T
5559.146718344169,124,22,T
0,124,23,T
6.060188956385147,125,18,NT
0,125,19,T
0,125,20,T
0,125,21,T
436.3598001025456,125,22,T
0,125,23,T
531.9426789882344,126,18,NT
187.61122736467058,126,19,T
2875.279218020661,126,20,T
2986.829006619429,126,21,T
2156.618522257089,126,22,T
6303.759798473862,126,23,T
2019.8901338399417,127,18,NT
197.7957788118559,127,19,T
4543.888771268399,127,20,T
4543.888771268399,127,21,T
5608.810379027544,127,22,T
6126.316389634902,127,23,T
2019.8901338399417,128,18,NT
197.7957788118559,128,19,T
4543.888771268399,128,20,T
4543.888771268399,128,21,T
5608.810379027544,128,22,T
6126.316389634902,128,23,T
30.944865578415406,129,18,NT
0,129,19,T
0,129,20,T
0,129,21,T
600.3008416317444,129,22,T
0,129,23,T
6.361128651518328,13,18,NT
0,13,19,T
0,13,20,T
0,13,21,T
5437.734745614332,13,22,T
0,13,23,T
4.21269402694201,130,18,NT
0,130,19,T
0,130,20,T
0,130,21,T
0,130,22,T
0,130,23,T
3.309690203056061,131,18,NT
0,131,19,T
0,131,20,T
0,131,21,T
4495.572108710629,131,22,T
0,131,23,T
3.309690203056061,132,18,NT
0,132,19,T
0,132,20,T
0,132,21,T
4495.572108711453,132,22,T
0,132,23,T
130.26163601423968,133,18,NT
88.22422753613704,133,19,T
2863.4492847547226,133,20,T
2863.4492847547226,133,21,T
672.0937841096811,133,22,T
0,133,23,T
130.26163601423968,134,18,NT
88.22422753613704,134,19,T
2863.4492847547226,134,20,T
2863.4492847547226,134,21,T
672.0937841096811,134,22,T
0,134,23,T
82.30540153504151,135,18,NT
81.78003194711394,135,19,T
0,135,20,T
0,135,21,T
3850.641275178133,135,22,T
3595.7997818353815,135,23,T
5.114866630960528,136,18,NT
0,136,19,T
0,136,20,T
0,136,21,T
3722.3124899551813,136,22,T
0,136,23,T
19.899074405544173,137,18,NT
0,137,19,T
0,137,20,T
0,137,21,T
600.3008416316791,137,22,T
0,137,23,T
19.899074405544173,138,18,NT
0,138,19,T
0,138,20,T
0,138,21,T
600.3008416316791,138,22,T
0,138,23,T
3.954811680033849,139,18,NT
0,139,19,T
0,139,20,T
0,139,21,T
0,139,22,T
0,139,23,T
6.060188956385147,14,18,NT
0,14,19,T
0,14,20,T
0,14,21,T
436.3598001025456,14,22,T
0,14,23,T
3.610906978108805,140,18,NT
0,140,19,T
0,140,20,T
0,140,21,T
3550.3264651075465,140,22,T
0,140,23,T
30.944865578415406,141,18,NT
0,141,19,T
0,141,20,T
0,141,21,T
600.3008416317444,141,22,T
0,141,23,T
4.21269402694201,142,18,NT
0,142,19,T
0,142,20,T
0,142,21,T
0,142,22,T
0,142,23,T
4.212694027131469,143,18,NT
0,143,19,T
0,143,20,T
0,143,21,T
0,143,22,T
0,143,23,T
3.309690203056061,144,18,NT
0,144,19,T
0,144,20,T
0,144,21,T
4495.572108711453,144,22,T
0,144,23,T
57.724342850844835,145,18,NT
88.22422753613704,145,19,T
3637.9984287115262,145,20,T
3637.9984287115262,145,21,T
5559.146718313266,145,22,T
0,145,23,T
252.56551127088602,146,18,NT
70.39301430189278,146,19,T
1039.5332944763852,146,20,T
1039.5332944763852,146,21,T
658.2155355011722,146,22,T
810.7568498423061,146,23,T
5.630538970704997,147,18,NT
0,147,19,T
0,147,20,T
0,147,21,T
0,147,22,T
0,147,23,T
5.630538970704997,148,18,NT
0,148,19,T
0,148,20,T
0,148,21,T
0,148,22,T
0,148,23,T
5.114866630960528,149,18,NT
0,149,19,T
0,149,20,T
0,149,21,T
3722.3124899551813,149,22,T
0,149,23,T
531.9426789882344,15,18,NT
187.61122736467058,15,19,T
2875.279218020661,15,20,T
2986.829006619429,15,21,T
2156.618522257089,15,22,T
6303.759798473862,15,23,T
5.286541913526939,150,18,NT
0,150,19,T
0,150,20,T
0,150,21,T
0,150,22,T
0,150,23,T
130.26163601423968,151,18,NT
88.22422753613704,151,19,T
2863.4492847547226,151,20,T
2863.4492847547226,151,21,T
672.0937841096811,151,22,T
0,151,23,T
130.26163601423968,152,18,NT
88.22422753613704,152,19,T
2863.4492847547226,152,20,T
2863.4492847547226,152,21,T
672.0937841096811,152,22,T
0,152,23,T
5.286541913526939,153,18,NT
0,153,19,T
0,153,20,T
0,153,21,T
0,153,22,T
0,153,23,T
5.286541913526939,154,18,NT
0,154,19,T
0,154,20,T
0,154,21,T
0,154,22,T
0,154,23,T
130.26163601423968,155,18,NT
88.22422753613704,155,19,T
2863.4492847547226,155,20,T
2863.4492847547226,155,21,T
672.0937841096811,155,22,T
0,155,23,T
82.30540153504151,156,18,NT
81.78003194711394,156,19,T
0,156,20,T
0,156,21,T
3850.641275178133,156,22,T
3595.7997818353815,156,23,T
13.926016085661589,157,18,NT
0,157,19,T
0,157,20,T
0,157,21,T
618.0862271199449,157,22,T
0,157,23,T
9.713599142544519,158,18,NT
0,158,19,T
0,158,20,T
0,158,21,T
618.0862271199459,158,22,T
0,158,23,T
3.309690203056061,159,18,NT
0,159,19,T
0,159,20,T
0,159,21,T
0,159,22,T
0,159,23,T
531.9426789882344,16,18,NT
187.61122736467058,16,19,T
2875.279218020661,16,20,T
2986.829006619429,16,21,T
2156.618522257089,16,22,T
6303.759798473862,16,23,T
3.954811680021002,160,18,NT
0,160,19,T
0,160,20,T
0,160,21,T
4766.603258593247,160,22,T
0,160,23,T
3.610906978108805,161,18,NT
0,161,19,T
0,161,20,T
0,161,21,T
3550.3264651075465,161,22,T
0,161,23,T
3.954811680033849,162,18,NT
0,162,19,T
0,162,20,T
0,162,21,T
0,162,22,T
0,162,23,T
3.954811680033849,163,18,NT
0,163,19,T
0,163,20,T
0,163,21,T
0,163,22,T
0,163,23,T
19.899074405544173,164,18,NT
0,164,19,T
0,164,20,T
0,164,21,T
600.3008416316791,164,22,T
0,164,23,T
9.713599142817822,165,18,NT
0,165,19,T
1906.9746100335585,165,20,T
1906.9746100335585,165,21,T
5504.842100566944,165,22,T
0,165,23,T
30.944865578415406,166,18,NT
0,166,19,T
0,166,20,T
0,166,21,T
578.0006223759494,166,22,T
0,166,23,T
4.21269402694201,167,18,NT
0,167,19,T
0,167,20,T
0,167,21,T
0,167,22,T
0,167,23,T
4.21269402694201,168,18,NT
0,168,19,T
0,168,20,T
0,168,21,T
0,168,22,T
0,168,23,T
130.26163601423968,169,18,NT
88.22422753613704,169,19,T
2863.4492847547226,169,20,T
2863.4492847547226,169,21,T
672.0937841096811,169,22,T
0,169,23,T
6.060188956385147,17,18,NT
0,17,19,T
0,17,20,T
0,17,21,T
5361.0877761735765,17,22,T
0,17,23,T
82.30540153504151,170,18,NT
81.78003194711394,170,19,T
0,170,20,T
0,170,21,T
3850.6412751191524,170,22,T
3595.7997818361932,170,23,T
5.114866630960528,171,18,NT
0,171,19,T
0,171,20,T
0,171,21,T
3722.3124899551813,171,22,T
0,171,23,T
5.114866630960528,172,18,NT
0,172,19,T
0,172,20,T
0,172,21,T
3722.3124899551813,172,22,T
0,172,23,T
9.713599142817822,173,18,NT
0,173,19,T
1906.9746100335585,173,20,T
1906.9746100335585,173,21,T
5504.842100566944,173,22,T
0,173,23,T
9.713599142817822,174,18,NT
0,174,19,T
1906.9746100335585,174,20,T
1906.9746100335585,174,21,T
5504.842100566944,174,22,T
0,174,23,T
30.944865578415406,175,18,NT
0,175,19,T
0,175,20,T
0,175,21,T
578.0006223759494,175,22,T
0,175,23,T
4.21269402694201,176,18,NT
0,176,19,T
0,176,20,T
0,176,21,T
0,176,22,T
0,176,23,T
82.30540153504151,177,18,NT
81.78003194711394,177,19,T
0,177,20,T
0,177,21,T
3850.6412751191524,177,22,T
3595.7997818361932,177,23,T
82.30540153504151,178,18,NT
81.78003194711394,178,19,T
0,178,20,T
0,178,21,T
3850.641275178133,178,22,T
3595.7997818353815,178,23,T
5.114866630960528,179,18,NT
0,179,19,T
0,179,20,T
0,179,21,T
3722.3124899551813,179,22,T
0,179,23,T
531.9426789871513,18,18,NT
187.61122736530768,18,19,T
5277.906437474572,18,20,T
5368.017984750608,18,21,T
11936.163725214103,18,22,T
6126.316389635109,18,23,T
5.286541913526939,180,18,NT
0,180,19,T
0,180,20,T
0,180,21,T
0,180,22,T
0,180,23,T
6.060188956385147,181,18,NT
0,181,19,T
0,181,20,T
0,181,21,T
5361.0877761735765,181,22,T
0,181,23,T
531.9426789906528,182,18,NT
187.61122736477787,182,19,T
5795.709128547004,182,20,T
5885.820675808273,182,21,T
11936.163725211738,182,22,T
6126.316389624469,182,23,T
531.9426789871513,183,18,NT
187.61122736530768,183,19,T
5277.906437474572,183,20,T
5368.017984750608,183,21,T
11936.163725214103,183,22,T
6126.316389635109,183,23,T
3385.5678045954996,184,18,NT
178.63459019202367,184,19,T
3180.7466017953416,184,20,T
3180.7466017953416,184,21,T
2260.961622053509,184,22,T
6126.31638963436,184,23,T
6.661883638454555,185,18,NT
0,185,19,T
0,185,20,T
0,185,21,T
90.50488195019608,185,22,T
0,185,23,T
6.060188956385147,186,18,NT
0,186,19,T
0,186,20,T
0,186,21,T
5361.0877761735765,186,22,T
0,186,23,T
6.060188956385147,187,18,NT
0,187,19,T
0,187,20,T
0,187,21,T
5361.0877761735765,187,22,T
0,187,23,T
531.9426789871513,188,18,NT
187.61122736530768,188,19,T
5277.906437474572,188,20,T
5368.017984750608,188,21,T
11936.163725214103,188,22,T
6126.316389635109,188,23,T
13.926016085661589,189,18,NT
0,189,19,T
0,189,20,T
0,189,21,T
3822.5416110154447,189,22,T
0,189,23,T
531.9426789906528,19,18,NT
187.61122736477787,19,19,T
5795.709128547004,19,20,T
5885.820675808273,19,21,T
11936.163725211738,19,22,T
6126.316389624469,19,23,T
19.899074405544173,190,18,NT
0,190,19,T
0,190,20,T
0,190,21,T
600.3008416316791,190,22,T
0,190,23,T
3.954811680033849,191,18,NT
0,191,19,T
0,191,20,T
0,191,21,T
0,191,22,T
0,191,23,T
3.954811680033849,192,18,NT
0,192,19,T
0,192,20,T
0,192,21,T
0,192,22,T
0,192,23,T
19.899074405544173,193,18,NT
0,193,19,T
0,193,20,T
0,193,21,T
600.3008416316791,193,22,T
0,193,23,T
13.926016085661589,194,18,NT
0,194,19,T
0,194,20,T
0,194,21,T
3822.5416110154447,194,22,T
0,194,23,T
13.926016085661589,195,18,NT
0,195,19,T
0,195,20,T
0,195,21,T
3822.5416110154447,195,22,T
0,195,23,T
3.610906978108805,196,18,NT
0,196,19,T
0,196,20,T
0,196,21,T
3550.3264651075465,196,22,T
0,196,23,T
252.56551126915326,197,18,NT
70.39301430261965,197,19,T
1039.5332944744405,197,20,T
1039.5332944744405,197,21,T
672.0937841103427,197,22,T
0,197,23,T
252.56551127072714,198,18,NT
70.39301430181982,198,19,T
1039.5332944763852,198,20,T
1039.5332944763852,198,21,T
658.2155355012912,198,22,T
810.7568498422613,198,23,T
5.630538970704997,199,18,NT
0,199,19,T
0,199,20,T
0,199,21,T
0,199,22,T
0,199,23,T
13.926016085661589,2,18,NT
0,2,19,T
0,2,20,T
0,2,21,T
3822.5416110154447,2,22,T
0,2,23,T
3385.567804535847,20,18,NT
178.63459019202367,20,19,T
3180.7466017868496,20,20,T
3180.7466017868496,20,21,T
2260.9616220604557,20,22,T
6245.664191830783,20,23,T
4.685216648872988,200,18,NT
0,200,19,T
0,200,20,T
0,200,21,T
5097.761673776443,200,22,T
0,200,23,T
30.944865578415406,201,18,NT
0,201,19,T
0,201,20,T
0,201,21,T
600.3008416316209,201,22,T
0,201,23,T
30.944865578415406,202,18,NT
0,202,19,T
0,202,20,T
0,202,21,T
600.3008416317444,202,22,T
0,202,23,T
4.212694027131469,203,18,NT
0,203,19,T
0,203,20,T
0,203,21,T
0,203,22,T
0,203,23,T
3.309690203056061,204,18,NT
0,204,19,T
0,204,20,T
0,204,21,T
4495.572108710629,204,22,T
0,204,23,T
3.954811680033849,205,18,NT
0,205,19,T
0,205,20,T
0,205,21,T
0,205,22,T
0,205,23,T
3.954811680033849,206,18,NT
0,206,19,T
0,206,20,T
0,206,21,T
0,206,22,T
0,206,23,T
19.899074405544173,207,18,NT
0,207,19,T
0,207,20,T
0,207,21,T
600.3008416316791,207,22,T
0,207,23,T
13.926016085661589,208,18,NT
0,208,19,T
0,208,20,T
0,208,21,T
3822.5416110154447,208,22,T
0,208,23,T
5.286541913526939,209,18,NT
0,209,19,T
0,209,20,T
0,209,21,T
5228.928548624833,209,22,T
0,209,23,T
130.26163601423968,21,18,NT
88.22422753613704,21,19,T
2863.4492847547226,21,20,T
2863.4492847547226,21,21,T
672.0937841096811,21,22,T
0,21,23,T
4.685216648872988,210,18,NT
0,210,19,T
0,210,20,T
0,210,21,T
0,210,22,T
0,210,23,T
4.685216648872988,211,18,NT
0,211,19,T
0,211,20,T
0,211,21,T
0,211,22,T
0,211,23,T
57.72434285070716,212,18,NT
88.22422753570066,212,19,T
0,212,20,T
0,212,21,T
684.6820667712211,212,22,T
810.7568498193596,212,23,T
3.610906978108805,213,18,NT
0,213,19,T
0,213,20,T
0,213,21,T
3550.3264651075465,213,22,T
0,213,23,T
3.610906978108805,214,18,NT
0,214,19,T
0,214,20,T
0,214,21,T
3550.3264651075465,214,22,T
0,214,23,T
13.926016085661589,215,18,NT
0,215,19,T
0,215,20,T
0,215,21,T
3822.5416110154447,215,22,T
0,215,23,T
19.899074405544173,216,18,NT
0,216,19,T
0,216,20,T
0,216,21,T
600.3008416316791,216,22,T
0,216,23,T
4.685216648872988,217,18,NT
0,217,19,T
0,217,20,T
0,217,21,T
5097.761673776443,217,22,T
0,217,23,T
57.724342850844835,218,18,NT
88.22422753613704,218,19,T
3637.9984287115262,218,20,T
3637.9984287115262,218,21,T
5559.146718313266,218,22,T
0,218,23,T
57.72434284670595,219,18,NT
88.22422753613704,219,19,T
3179.74679783707,219,20,T
3179.74679783707,219,21,T
5559.146718344169,219,22,T
0,219,23,T
130.26163601423968,22,18,NT
88.22422753613704,22,19,T
2863.4492847547226,22,20,T
2863.4492847547226,22,21,T
672.0937841096811,22,22,T
0,22,23,T
252.56551126915326,220,18,NT
70.39301430261965,220,19,T
1039.5332944744405,220,20,T
1039.5332944744405,220,21,T
672.0937841103427,220,22,T
0,220,23,T
2019.8901338037078,221,18,NT
187.61122736530768,221,19,T
5091.774863346475,221,20,T
5091.774863346475,221,21,T
736.4603389469441,221,22,T
5897.486278093166,221,23,T
6.361128651572955,222,18,NT
0,222,19,T
0,222,20,T
0,222,21,T
199.09692000142942,222,22,T
0,222,23,T
6.361128651572955,223,18,NT
0,223,19,T
0,223,20,T
0,223,21,T
199.09692000142942,223,22,T
0,223,23,T
6.189268660092395,224,18,NT
0,224,19,T
0,224,20,T
0,224,21,T
3787.2720577153896,224,22,T
0,224,23,T
6.060188956385147,225,18,NT
0,225,19,T
0,225,20,T
0,225,21,T
436.3598001025456,225,22,T
0,225,23,T
531.9426789882344,226,18,NT
187.61122736467058,226,19,T
2875.279218020661,226,20,T
2986.829006619429,226,21,T
2156.618522257089,226,22,T
6303.759798473862,226,23,T
531.9426789882344,227,18,NT
187.61122736467058,227,19,T
2875.279218020661,227,20,T
2986.829006619429,227,21,T
2156.618522257089,227,22,T
6303.759798473862,227,23,T
2019.8901338399417,228,18,NT
197.7957788118559,228,19,T
4543.888771268399,228,20,T
4543.888771268399,228,21,T
5608.810379027544,228,22,T
6126.316389634902,228,23,T
2019.8901338399417,229,18,NT
197.7957788118559,229,19,T
4543.888771268399,229,20,T
4543.888771268399,229,21,T
5608.810379027544,229,22,T
6126.316389634902,229,23,T
82.30540153504151,23,18,NT
81.78003194711394,23,19,T
0,23,20,T
0,23,21,T
3850.6412751191524,23,22,T
3595.7997818361932,23,23,T
531.9426789882344,230,18,NT
187.61122736467058,230,19,T
2875.279218020661,230,20,T
2986.829006619429,230,21,T
2156.618522257089,230,22,T
6303.759798473862,230,23,T
6.060188956385147,231,18,NT
0,231,19,T
0,231,20,T
0,231,21,T
436.3598001025456,231,22,T
0,231,23,T
6.060188956385147,232,18,NT
0,232,19,T
0,232,20,T
0,232,21,T
436.3598001025456,232,22,T
0,232,23,T
6.661883639440504,233,18,NT
0,233,19,T
0,233,20,T
0,233,21,T
199.0969199989869,233,22,T
0,233,23,T
6.661883638454555,234,18,NT
0,234,19,T
0,234,20,T
0,234,21,T
90.50488195019608,234,22,T
0,234,23,T
3385.5678045336213,235,18,NT
178.63459019202367,235,19,T
3180.7466017190695,235,20,T
3180.7466017190695,235,21,T
2245.9633282287127,235,22,T
6500.0084846180525,235,23,T
531.9426789906528,236,18,NT
187.61122736477787,236,19,T
5795.709128547004,236,20,T
5885.820675808273,236,21,T
11936.163725211738,236,22,T
6126.316389624469,236,23,T
82.30540153504151,237,18,NT
81.78003194711394,237,19,T
0,237,20,T
0,237,21,T
3850.641275178133,237,22,T
3595.7997818353815,237,23,T
130.26163601423968,238,18,NT
88.22422753613704,238,19,T
2863.4492847547226,238,20,T
2863.4492847547226,238,21,T
672.0937841096811,238,22,T
0,238,23,T
5.286541913526939,239,18,NT
0,239,19,T
0,239,20,T
0,239,21,T
0,239,22,T
0,239,23,T
5.114866630960528,24,18,NT
0,24,19,T
0,24,20,T
0,24,21,T
3722.3124899551813,24,22,T
0,24,23,T
5.286541913526939,240,18,NT
0,240,19,T
0,240,20,T
0,240,21,T
0,240,22,T
0,240,23,T
6.060188956385147,241,18,NT
0,241,19,T
0,241,20,T
0,241,21,T
436.3598001025456,241,22,T
0,241,23,T
6.361128651518328,242,18,NT
0,242,19,T
0,242,20,T
0,242,21,T
5437.734745614332,242,22,T
0,242,23,T
6.361128651518328,243,18,NT
0,243,19,T
0,243,20,T
0,243,21,T
5437.734745614332,243,22,T
0,243,23,T
2019.8901338399417,244,18,NT
197.7957788118559,244,19,T
4543.888771268399,244,20,T
4543.888771268399,244,21,T
5608.810379027544,244,22,T
6126.316389634902,244,23,T
6.060188956385147,245,18,NT
0,245,19,T
0,245,20,T
0,245,21,T
5361.0877761735765,245,22,T
0,245,23,T
6.060188956385147,246,18,NT
0,246,19,T
0,246,20,T
0,246,21,T
5361.0877761735765,246,22,T
0,246,23,T
531.9426789906528,247,18,NT
187.61122736477787,247,19,T
5795.709128547004,247,20,T
5885.820675808273,247,21,T
11936.163725211738,247,22,T
6126.316389624469,247,23,T
3385.567804593951,248,18,NT
178.63459019202367,248,19,T
3180.746601722849,248,20,T
3180.746601722849,248,21,T
2245.963328228651,248,22,T
6500.0084846180525,248,23,T
19.899074405544173,249,18,NT
0,249,19,T
0,249,20,T
0,249,21,T
600.3008416316791,249,22,T
0,249,23,T
